action,sample,imgPath,vidPath,dataset,one_person,face_visible,gender,age,race
bmx_riding,017,/images/bmx_riding/bmx_riding_017.png,/video/bmx_riding/bmx_riding_017.png,default,yes,visible,male,adult,white
bmx_riding,018,/images/bmx_riding/bmx_riding_018.png,/video/bmx_riding/bmx_riding_018.png,default,no,not-visible,male,adult,white
bmx_riding,019,/images/bmx_riding/bmx_riding_019.png,/video/bmx_riding/bmx_riding_019.png,default,no,not-visible,male,adult,white
bowing_fullbody,000,/images/bowing_fullbody/bowing_fullbody_000.png,/video/bowing_fullbody/bowing_fullbody_000.png,default,yes,visible,male,adult,east-asian
bowing_fullbody,001,/images/bowing_fullbody/bowing_fullbody_001.png,/video/bowing_fullbody/bowing_fullbody_001.png,default,yes,not-visible,female,adult,east-asian
bowing_fullbody,002,/images/bowing_fullbody/bowing_fullbody_002.png,/video/bowing_fullbody/bowing_fullbody_002.png,default,yes,not-visible,male,adult,east-asian
bowing_fullbody,003,/images/bowing_fullbody/bowing_fullbody_003.png,/video/bowing_fullbody/bowing_fullbody_003.png,default,yes,visible,male,adult,white
bowing_fullbody,004,/images/bowing_fullbody/bowing_fullbody_004.png,/video/bowing_fullbody/bowing_fullbody_004.png,default,yes,visible,male,adult,white
bowing_fullbody,005,/images/bowing_fullbody/bowing_fullbody_005.png,/video/bowing_fullbody/bowing_fullbody_005.png,default,yes,visible,female,child,east-asian
bowing_fullbody,006,/images/bowing_fullbody/bowing_fullbody_006.png,/video/bowing_fullbody/bowing_fullbody_006.png,default,yes,visible,male,adult,east-asian
bowing_fullbody,007,/images/bowing_fullbody/bowing_fullbody_007.png,/video/bowing_fullbody/bowing_fullbody_007.png,default,yes,visible,male,adult,east-asian
bowing_fullbody,008,/images/bowing_fullbody/bowing_fullbody_008.png,/video/bowing_fullbody/bowing_fullbody_008.png,default,no,visible,female,adult,east-asian
bowing_fullbody,009,/images/bowing_fullbody/bowing_fullbody_009.png,/video/bowing_fullbody/bowing_fullbody_009.png,default,yes,visible,male,adult,white
bowing_fullbody,010,/images/bowing_fullbody/bowing_fullbody_010.png,/video/bowing_fullbody/bowing_fullbody_010.png,default,yes,not-visible,male,adult,east-asian
bowing_fullbody,011,/images/bowing_fullbody/bowing_fullbody_011.png,/video/bowing_fullbody/bowing_fullbody_011.png,default,yes,not-visible,male,adult,east-asian
bowing_fullbody,012,/images/bowing_fullbody/bowing_fullbody_012.png,/video/bowing_fullbody/bowing_fullbody_012.png,default,yes,visible,female,adult,east-asian
bowing_fullbody,013,/images/bowing_fullbody/bowing_fullbody_013.png,/video/bowing_fullbody/bowing_fullbody_013.png,default,no,visible,female,child,east-asian
bowing_fullbody,014,/images/bowing_fullbody/bowing_fullbody_014.png,/video/bowing_fullbody/bowing_fullbody_014.png,default,yes,visible,male,adult,east-asian
bowing_fullbody,015,/images/bowing_fullbody/bowing_fullbody_015.png,/video/bowing_fullbody/bowing_fullbody_015.png,default,yes,visible,female,child,east-asian
bowing_fullbody,016,/images/bowing_fullbody/bowing_fullbody_016.png,/video/bowing_fullbody/bowing_fullbody_016.png,default,yes,not-visible,female,child,east-asian
bowing_fullbody,017,/images/bowing_fullbody/bowing_fullbody_017.png,/video/bowing_fullbody/bowing_fullbody_017.png,default,,,,,
bowing_fullbody,018,/images/bowing_fullbody/bowing_fullbody_018.png,/video/bowing_fullbody/bowing_fullbody_018.png,default,yes,not-visible,male,adult,east-asian
bowing_fullbody,019,/images/bowing_fullbody/bowing_fullbody_019.png,/video/bowing_fullbody/bowing_fullbody_019.png,default,yes,visible,male,adult,white
bowing_waist,000,/images/bowing_waist/bowing_waist_000.png,/video/bowing_waist/bowing_waist_000.png,default,yes,visible,male,adult,east-asian
bowing_waist,001,/images/bowing_waist/bowing_waist_001.png,/video/bowing_waist/bowing_waist_001.png,default,yes,not-visible,female,adult,east-asian
bowing_waist,002,/images/bowing_waist/bowing_waist_002.png,/video/bowing_waist/bowing_waist_002.png,default,no,visible,male,adult,east-asian
bowing_waist,003,/images/bowing_waist/bowing_waist_003.png,/video/bowing_waist/bowing_waist_003.png,default,yes,visible,male,adult,east-asian
bowing_waist,004,/images/bowing_waist/bowing_waist_004.png,/video/bowing_waist/bowing_waist_004.png,default,yes,visible,female,adult,east-asian
bowing_waist,005,/images/bowing_waist/bowing_waist_005.png,/video/bowing_waist/bowing_waist_005.png,default,no,visible,male,adult,east-asian
bowing_waist,006,/images/bowing_waist/bowing_waist_006.png,/video/bowing_waist/bowing_waist_006.png,default,yes,not-visible,female,adult,east-asian
bowing_waist,007,/images/bowing_waist/bowing_waist_007.png,/video/bowing_waist/bowing_waist_007.png,default,yes,not-visible,male,adult,east-asian
bowing_waist,008,/images/bowing_waist/bowing_waist_008.png,/video/bowing_waist/bowing_waist_008.png,default,yes,not-visible,male,adult,east-asian
bowing_waist,009,/images/bowing_waist/bowing_waist_009.png,/video/bowing_waist/bowing_waist_009.png,default,yes,visible,male,adult,east-asian
bowing_waist,010,/images/bowing_waist/bowing_waist_010.png,/video/bowing_waist/bowing_waist_010.png,default,yes,visible,female,adult,white
bowing_waist,011,/images/bowing_waist/bowing_waist_011.png,/video/bowing_waist/bowing_waist_011.png,default,yes,visible,female,adult,white
bowing_waist,012,/images/bowing_waist/bowing_waist_012.png,/video/bowing_waist/bowing_waist_012.png,default,no,visible,male,adult,east-asian
bowing_waist,013,/images/bowing_waist/bowing_waist_013.png,/video/bowing_waist/bowing_waist_013.png,default,yes,visible,female,adult,east-asian
bowing_waist,014,/images/bowing_waist/bowing_waist_014.png,/video/bowing_waist/bowing_waist_014.png,default,yes,visible,male,adult,east-asian
bowing_waist,015,/images/bowing_waist/bowing_waist_015.png,/video/bowing_waist/bowing_waist_015.png,default,no,not-visible,male,adult,east-asian
bowing_waist,016,/images/bowing_waist/bowing_waist_016.png,/video/bowing_waist/bowing_waist_016.png,default,yes,not-visible,female,adult,east-asian
bowing_waist,017,/images/bowing_waist/bowing_waist_017.png,/video/bowing_waist/bowing_waist_017.png,default,yes,visible,female,adult,east-asian
bowing_waist,018,/images/bowing_waist/bowing_waist_018.png,/video/bowing_waist/bowing_waist_018.png,default,yes,not-visible,female,adult,white
bowing_waist,019,/images/bowing_waist/bowing_waist_019.png,/video/bowing_waist/bowing_waist_019.png,default,yes,not-visible,female,adult,east-asian
bowling,000,/images/bowling/bowling_000.png,/video/bowling/bowling_000.png,default,yes,not-visible,male,adult,white
bowling,001,/images/bowling/bowling_001.png,/video/bowling/bowling_001.png,default,yes,not-visible,male,adult,black
bowling,002,/images/bowling/bowling_002.png,/video/bowling/bowling_002.png,default,yes,not-visible,male,adult,east-asian
bowling,003,/images/bowling/bowling_003.png,/video/bowling/bowling_003.png,default,yes,not-visible,male,adult,east-asian
bowling,004,/images/bowling/bowling_004.png,/video/bowling/bowling_004.png,default,no,not-visible,male,senior,white
bowling,005,/images/bowling/bowling_005.png,/video/bowling/bowling_005.png,default,no,visible,male,adult,white
bowling,006,/images/bowling/bowling_006.png,/video/bowling/bowling_006.png,default,no,visible,female,adult,east-asian
bowling,007,/images/bowling/bowling_007.png,/video/bowling/bowling_007.png,default,no,visible,female,adult,east-asian
bowling,008,/images/bowling/bowling_008.png,/video/bowling/bowling_008.png,default,no,not-visible,female,adult,east-asian
bowling,009,/images/bowling/bowling_009.png,/video/bowling/bowling_009.png,default,yes,not-visible,male,senior,white
bowling,010,/images/bowling/bowling_010.png,/video/bowling/bowling_010.png,default,yes,not-visible,male,child,black
bowling,011,/images/bowling/bowling_011.png,/video/bowling/bowling_011.png,default,no,not-visible,male,adult,white
bowling,012,/images/bowling/bowling_012.png,/video/bowling/bowling_012.png,default,no,not-visible,male,adult,east-asian
bowling,013,/images/bowling/bowling_013.png,/video/bowling/bowling_013.png,default,yes,visible,male,adult,white
bowling,014,/images/bowling/bowling_014.png,/video/bowling/bowling_014.png,default,yes,visible,female,adult,east-asian
bowling,015,/images/bowling/bowling_015.png,/video/bowling/bowling_015.png,default,no,not-visible,male,adult,white
bowling,016,/images/bowling/bowling_016.png,/video/bowling/bowling_016.png,default,yes,not-visible,male,adult,white
bowling,017,/images/bowling/bowling_017.png,/video/bowling/bowling_017.png,default,no,not-visible,male,adult,white
bowling,018,/images/bowling/bowling_018.png,/video/bowling/bowling_018.png,default,yes,not-visible,male,adult,white
bowling,019,/images/bowling/bowling_019.png,/video/bowling/bowling_019.png,default,yes,not-visible,female,adult,white
bowls_throw,000,/images/bowls_throw/bowls_throw_000.png,/video/bowls_throw/bowls_throw_000.png,default,no,visible,male,adult,white
bowls_throw,001,/images/bowls_throw/bowls_throw_001.png,/video/bowls_throw/bowls_throw_001.png,default,no,not-visible,male,senior,white
bowls_throw,002,/images/bowls_throw/bowls_throw_002.png,/video/bowls_throw/bowls_throw_002.png,default,no,visible,male,adult,white
bowls_throw,003,/images/bowls_throw/bowls_throw_003.png,/video/bowls_throw/bowls_throw_003.png,default,yes,visible,female,child,white
bowls_throw,004,/images/bowls_throw/bowls_throw_004.png,/video/bowls_throw/bowls_throw_004.png,default,yes,visible,male,senior,white
bowls_throw,005,/images/bowls_throw/bowls_throw_005.png,/video/bowls_throw/bowls_throw_005.png,default,no,not-visible,male,senior,white
bowls_throw,006,/images/bowls_throw/bowls_throw_006.png,/video/bowls_throw/bowls_throw_006.png,default,no,visible,male,adult,white
bowls_throw,007,/images/bowls_throw/bowls_throw_007.png,/video/bowls_throw/bowls_throw_007.png,default,no,visible,male,adult,east-asian
bowls_throw,008,/images/bowls_throw/bowls_throw_008.png,/video/bowls_throw/bowls_throw_008.png,default,yes,not-visible,male,senior,white
bowls_throw,009,/images/bowls_throw/bowls_throw_009.png,/video/bowls_throw/bowls_throw_009.png,default,yes,visible,male,senior,white
bowls_throw,010,/images/bowls_throw/bowls_throw_010.png,/video/bowls_throw/bowls_throw_010.png,default,yes,not-visible,female,adult,unknown
bowls_throw,011,/images/bowls_throw/bowls_throw_011.png,/video/bowls_throw/bowls_throw_011.png,default,yes,visible,male,adult,white
bowls_throw,012,/images/bowls_throw/bowls_throw_012.png,/video/bowls_throw/bowls_throw_012.png,default,yes,not-visible,female,senior,white
bowls_throw,013,/images/bowls_throw/bowls_throw_013.png,/video/bowls_throw/bowls_throw_013.png,default,no,not-visible,female,adult,white
bowls_throw,014,/images/bowls_throw/bowls_throw_014.png,/video/bowls_throw/bowls_throw_014.png,default,no,not-visible,male,adult,white
bowls_throw,015,/images/bowls_throw/bowls_throw_015.png,/video/bowls_throw/bowls_throw_015.png,default,no,visible,male,adult,white
bowls_throw,016,/images/bowls_throw/bowls_throw_016.png,/video/bowls_throw/bowls_throw_016.png,default,no,not-visible,male,senior,white
bowls_throw,017,/images/bowls_throw/bowls_throw_017.png,/video/bowls_throw/bowls_throw_017.png,default,yes,not-visible,male,adult,white
bowls_throw,018,/images/bowls_throw/bowls_throw_018.png,/video/bowls_throw/bowls_throw_018.png,default,yes,visible,male,senior,white
bowls_throw,019,/images/bowls_throw/bowls_throw_019.png,/video/bowls_throw/bowls_throw_019.png,default,yes,visible,male,adult,white
breakdancing_flare,000,/images/breakdancing_flare/breakdancing_flare_000.png,/video/breakdancing_flare/breakdancing_flare_000.png,default,yes,visible,male,teenager,southeast-asian
breakdancing_flare,001,/images/breakdancing_flare/breakdancing_flare_001.png,/video/breakdancing_flare/breakdancing_flare_001.png,default,yes,not-visible,female,adult,black
breakdancing_flare,002,/images/breakdancing_flare/breakdancing_flare_002.png,/video/breakdancing_flare/breakdancing_flare_002.png,default,yes,visible,male,adult,east-asian
breakdancing_flare,003,/images/breakdancing_flare/breakdancing_flare_003.png,/video/breakdancing_flare/breakdancing_flare_003.png,default,yes,visible,male,adult,middle-eastern
breakdancing_flare,004,/images/breakdancing_flare/breakdancing_flare_004.png,/video/breakdancing_flare/breakdancing_flare_004.png,default,yes,not-visible,male,adult,white
breakdancing_flare,005,/images/breakdancing_flare/breakdancing_flare_005.png,/video/breakdancing_flare/breakdancing_flare_005.png,default,yes,visible,male,adult,east-asian
breakdancing_flare,006,/images/breakdancing_flare/breakdancing_flare_006.png,/video/breakdancing_flare/breakdancing_flare_006.png,default,yes,visible,male,adult,unknown
breakdancing_flare,007,/images/breakdancing_flare/breakdancing_flare_007.png,/video/breakdancing_flare/breakdancing_flare_007.png,default,yes,visible,male,adult,black
breakdancing_flare,008,/images/breakdancing_flare/breakdancing_flare_008.png,/video/breakdancing_flare/breakdancing_flare_008.png,default,yes,visible,male,adult,east-asian
breakdancing_flare,009,/images/breakdancing_flare/breakdancing_flare_009.png,/video/breakdancing_flare/breakdancing_flare_009.png,default,yes,not-visible,male,adult,white
breakdancing_flare,010,/images/breakdancing_flare/breakdancing_flare_010.png,/video/breakdancing_flare/breakdancing_flare_010.png,default,yes,not-visible,male,adult,black
breakdancing_flare,011,/images/breakdancing_flare/breakdancing_flare_011.png,/video/breakdancing_flare/breakdancing_flare_011.png,default,yes,visible,male,adult,southeast-asian
breakdancing_flare,012,/images/breakdancing_flare/breakdancing_flare_012.png,/video/breakdancing_flare/breakdancing_flare_012.png,default,no,not-visible,male,adult,southeast-asian
breakdancing_flare,013,/images/breakdancing_flare/breakdancing_flare_013.png,/video/breakdancing_flare/breakdancing_flare_013.png,default,no,not-visible,male,adult,east-asian
breakdancing_flare,014,/images/breakdancing_flare/breakdancing_flare_014.png,/video/breakdancing_flare/breakdancing_flare_014.png,default,no,not-visible,male,adult,unknown
breakdancing_flare,015,/images/breakdancing_flare/breakdancing_flare_015.png,/video/breakdancing_flare/breakdancing_flare_015.png,default,yes,not-visible,male,adult,southeast-asian
breakdancing_flare,016,/images/breakdancing_flare/breakdancing_flare_016.png,/video/breakdancing_flare/breakdancing_flare_016.png,default,yes,visible,male,adult,southeast-asian
breakdancing_flare,017,/images/breakdancing_flare/breakdancing_flare_017.png,/video/breakdancing_flare/breakdancing_flare_017.png,default,no,not-visible,male,adult,white
breakdancing_flare,018,/images/breakdancing_flare/breakdancing_flare_018.png,/video/breakdancing_flare/breakdancing_flare_018.png,default,no,not-visible,male,adult,black
breakdancing_flare,019,/images/breakdancing_flare/breakdancing_flare_019.png,/video/breakdancing_flare/breakdancing_flare_019.png,default,yes,visible,male,adult,black
breakdancing_flip,000,/images/breakdancing_flip/breakdancing_flip_000.png,/video/breakdancing_flip/breakdancing_flip_000.png,default,no,not-visible,male,adult,black
breakdancing_flip,001,/images/breakdancing_flip/breakdancing_flip_001.png,/video/breakdancing_flip/breakdancing_flip_001.png,default,no,not-visible,male,adult,southeast-asian
breakdancing_flip,002,/images/breakdancing_flip/breakdancing_flip_002.png,/video/breakdancing_flip/breakdancing_flip_002.png,default,yes,not-visible,male,adult,east-asian
breakdancing_flip,003,/images/breakdancing_flip/breakdancing_flip_003.png,/video/breakdancing_flip/breakdancing_flip_003.png,default,yes,not-visible,male,adult,white
breakdancing_flip,004,/images/breakdancing_flip/breakdancing_flip_004.png,/video/breakdancing_flip/breakdancing_flip_004.png,default,yes,not-visible,male,adult,white
breakdancing_flip,005,/images/breakdancing_flip/breakdancing_flip_005.png,/video/breakdancing_flip/breakdancing_flip_005.png,default,yes,not-visible,male,adult,southeast-asian
breakdancing_flip,006,/images/breakdancing_flip/breakdancing_flip_006.png,/video/breakdancing_flip/breakdancing_flip_006.png,default,no,not-visible,male,adult,white
breakdancing_flip,007,/images/breakdancing_flip/breakdancing_flip_007.png,/video/breakdancing_flip/breakdancing_flip_007.png,default,yes,not-visible,male,adult,white
breakdancing_flip,008,/images/breakdancing_flip/breakdancing_flip_008.png,/video/breakdancing_flip/breakdancing_flip_008.png,default,yes,not-visible,male,adult,white
breakdancing_flip,009,/images/breakdancing_flip/breakdancing_flip_009.png,/video/breakdancing_flip/breakdancing_flip_009.png,default,yes,not-visible,male,adult,white
breakdancing_flip,010,/images/breakdancing_flip/breakdancing_flip_010.png,/video/breakdancing_flip/breakdancing_flip_010.png,default,yes,not-visible,male,adult,east-asian
breakdancing_flip,011,/images/breakdancing_flip/breakdancing_flip_011.png,/video/breakdancing_flip/breakdancing_flip_011.png,default,no,not-visible,male,adult,white
breakdancing_flip,012,/images/breakdancing_flip/breakdancing_flip_012.png,/video/breakdancing_flip/breakdancing_flip_012.png,default,yes,not-visible,male,adult,white
breakdancing_flip,013,/images/breakdancing_flip/breakdancing_flip_013.png,/video/breakdancing_flip/breakdancing_flip_013.png,default,yes,not-visible,male,adult,white
breakdancing_flip,014,/images/breakdancing_flip/breakdancing_flip_014.png,/video/breakdancing_flip/breakdancing_flip_014.png,default,no,not-visible,male,adult,east-asian
breakdancing_flip,015,/images/breakdancing_flip/breakdancing_flip_015.png,/video/breakdancing_flip/breakdancing_flip_015.png,default,yes,not-visible,male,adult,black
breakdancing_flip,016,/images/breakdancing_flip/breakdancing_flip_016.png,/video/breakdancing_flip/breakdancing_flip_016.png,default,yes,not-visible,male,adult,black
breakdancing_flip,017,/images/breakdancing_flip/breakdancing_flip_017.png,/video/breakdancing_flip/breakdancing_flip_017.png,default,yes,not-visible,male,adult,east-asian
breakdancing_flip,018,/images/breakdancing_flip/breakdancing_flip_018.png,/video/breakdancing_flip/breakdancing_flip_018.png,default,no,not-visible,male,adult,southeast-asian
breakdancing_flip,019,/images/breakdancing_flip/breakdancing_flip_019.png,/video/breakdancing_flip/breakdancing_flip_019.png,default,yes,not-visible,male,adult,white
breakdancing_rotate,000,/images/breakdancing_rotate/breakdancing_rotate_000.png,/video/breakdancing_rotate/breakdancing_rotate_000.png,default,yes,not-visible,male,adult,white
breakdancing_rotate,001,/images/breakdancing_rotate/breakdancing_rotate_001.png,/video/breakdancing_rotate/breakdancing_rotate_001.png,default,no,not-visible,male,adult,middle-eastern
breakdancing_rotate,002,/images/breakdancing_rotate/breakdancing_rotate_002.png,/video/breakdancing_rotate/breakdancing_rotate_002.png,default,yes,not-visible,male,adult,east-asian
breakdancing_rotate,003,/images/breakdancing_rotate/breakdancing_rotate_003.png,/video/breakdancing_rotate/breakdancing_rotate_003.png,default,yes,not-visible,male,adult,black
breakdancing_rotate,004,/images/breakdancing_rotate/breakdancing_rotate_004.png,/video/breakdancing_rotate/breakdancing_rotate_004.png,default,yes,visible,male,adult,white
breakdancing_rotate,005,/images/breakdancing_rotate/breakdancing_rotate_005.png,/video/breakdancing_rotate/breakdancing_rotate_005.png,default,yes,not-visible,male,adult,white
breakdancing_rotate,006,/images/breakdancing_rotate/breakdancing_rotate_006.png,/video/breakdancing_rotate/breakdancing_rotate_006.png,default,yes,not-visible,male,adult,white
breakdancing_rotate,007,/images/breakdancing_rotate/breakdancing_rotate_007.png,/video/breakdancing_rotate/breakdancing_rotate_007.png,default,yes,visible,male,adult,white
breakdancing_rotate,008,/images/breakdancing_rotate/breakdancing_rotate_008.png,/video/breakdancing_rotate/breakdancing_rotate_008.png,default,yes,not-visible,male,adult,white
breakdancing_rotate,009,/images/breakdancing_rotate/breakdancing_rotate_009.png,/video/breakdancing_rotate/breakdancing_rotate_009.png,default,yes,not-visible,male,adult,southeast-asian
breakdancing_rotate,010,/images/breakdancing_rotate/breakdancing_rotate_010.png,/video/breakdancing_rotate/breakdancing_rotate_010.png,default,yes,not-visible,male,adult,east-asian
breakdancing_rotate,011,/images/breakdancing_rotate/breakdancing_rotate_011.png,/video/breakdancing_rotate/breakdancing_rotate_011.png,default,yes,visible,male,adult,southeast-asian
breakdancing_rotate,012,/images/breakdancing_rotate/breakdancing_rotate_012.png,/video/breakdancing_rotate/breakdancing_rotate_012.png,default,yes,not-visible,male,adult,white
breakdancing_rotate,013,/images/breakdancing_rotate/breakdancing_rotate_013.png,/video/breakdancing_rotate/breakdancing_rotate_013.png,default,yes,not-visible,male,teenager,east-asian
breakdancing_rotate,014,/images/breakdancing_rotate/breakdancing_rotate_014.png,/video/breakdancing_rotate/breakdancing_rotate_014.png,default,yes,not-visible,male,adult,white
breakdancing_rotate,015,/images/breakdancing_rotate/breakdancing_rotate_015.png,/video/breakdancing_rotate/breakdancing_rotate_015.png,default,no,not-visible,male,adult,southeast-asian
breakdancing_rotate,016,/images/breakdancing_rotate/breakdancing_rotate_016.png,/video/breakdancing_rotate/breakdancing_rotate_016.png,default,no,not-visible,male,adult,east-asian
breakdancing_rotate,017,/images/breakdancing_rotate/breakdancing_rotate_017.png,/video/breakdancing_rotate/breakdancing_rotate_017.png,default,no,not-visible,male,adult,east-asian
breakdancing_rotate,018,/images/breakdancing_rotate/breakdancing_rotate_018.png,/video/breakdancing_rotate/breakdancing_rotate_018.png,default,no,not-visible,male,adult,east-asian
breakdancing_rotate,019,/images/breakdancing_rotate/breakdancing_rotate_019.png,/video/breakdancing_rotate/breakdancing_rotate_019.png,default,yes,visible,male,adult,white
breakdancing_support,000,/images/breakdancing_support/breakdancing_support_000.png,/video/breakdancing_support/breakdancing_support_000.png,default,no,not-visible,male,adult,white
breakdancing_support,001,/images/breakdancing_support/breakdancing_support_001.png,/video/breakdancing_support/breakdancing_support_001.png,default,yes,visible,male,adult,black
breakdancing_support,002,/images/breakdancing_support/breakdancing_support_002.png,/video/breakdancing_support/breakdancing_support_002.png,default,yes,not-visible,male,adult,unknown
breakdancing_support,003,/images/breakdancing_support/breakdancing_support_003.png,/video/breakdancing_support/breakdancing_support_003.png,default,yes,not-visible,male,adult,east-asian
breakdancing_support,004,/images/breakdancing_support/breakdancing_support_004.png,/video/breakdancing_support/breakdancing_support_004.png,default,no,not-visible,male,adult,east-asian
breakdancing_support,005,/images/breakdancing_support/breakdancing_support_005.png,/video/breakdancing_support/breakdancing_support_005.png,default,no,not-visible,male,adult,black
breakdancing_support,006,/images/breakdancing_support/breakdancing_support_006.png,/video/breakdancing_support/breakdancing_support_006.png,default,no,not-visible,male,adult,black
breakdancing_support,007,/images/breakdancing_support/breakdancing_support_007.png,/video/breakdancing_support/breakdancing_support_007.png,default,no,not-visible,male,adult,black
breakdancing_support,008,/images/breakdancing_support/breakdancing_support_008.png,/video/breakdancing_support/breakdancing_support_008.png,default,no,not-visible,male,adult,black
breakdancing_support,009,/images/breakdancing_support/breakdancing_support_009.png,/video/breakdancing_support/breakdancing_support_009.png,default,yes,not-visible,male,adult,southeast-asian
breakdancing_support,010,/images/breakdancing_support/breakdancing_support_010.png,/video/breakdancing_support/breakdancing_support_010.png,default,no,not-visible,male,adult,black
breakdancing_support,011,/images/breakdancing_support/breakdancing_support_011.png,/video/breakdancing_support/breakdancing_support_011.png,default,no,not-visible,male,adult,black
breakdancing_support,012,/images/breakdancing_support/breakdancing_support_012.png,/video/breakdancing_support/breakdancing_support_012.png,default,no,not-visible,male,adult,black
breakdancing_support,013,/images/breakdancing_support/breakdancing_support_013.png,/video/breakdancing_support/breakdancing_support_013.png,default,no,not-visible,male,adult,black
breakdancing_support,014,/images/breakdancing_support/breakdancing_support_014.png,/video/breakdancing_support/breakdancing_support_014.png,default,no,not-visible,male,adult,black
breakdancing_support,015,/images/breakdancing_support/breakdancing_support_015.png,/video/breakdancing_support/breakdancing_support_015.png,default,yes,not-visible,male,adult,white
breakdancing_support,016,/images/breakdancing_support/breakdancing_support_016.png,/video/breakdancing_support/breakdancing_support_016.png,default,yes,not-visible,male,adult,white
breakdancing_support,017,/images/breakdancing_support/breakdancing_support_017.png,/video/breakdancing_support/breakdancing_support_017.png,default,yes,visible,male,adult,southeast-asian
breakdancing_support,018,/images/breakdancing_support/breakdancing_support_018.png,/video/breakdancing_support/breakdancing_support_018.png,default,yes,not-visible,male,adult,white
breakdancing_support,019,/images/breakdancing_support/breakdancing_support_019.png,/video/breakdancing_support/breakdancing_support_019.png,default,yes,not-visible,male,adult,white
brushing_floor,000,/images/brushing_floor/brushing_floor_000.png,/video/brushing_floor/brushing_floor_000.png,default,yes,visible,male,adult,white
brushing_floor,001,/images/brushing_floor/brushing_floor_001.png,/video/brushing_floor/brushing_floor_001.png,default,yes,not-visible,male,adult,white
brushing_floor,002,/images/brushing_floor/brushing_floor_002.png,/video/brushing_floor/brushing_floor_002.png,default,yes,visible,male,adult,white
brushing_floor,003,/images/brushing_floor/brushing_floor_003.png,/video/brushing_floor/brushing_floor_003.png,default,yes,not-visible,male,adult,white
brushing_floor,004,/images/brushing_floor/brushing_floor_004.png,/video/brushing_floor/brushing_floor_004.png,default,yes,not-visible,male,adult,southeast-asian
brushing_floor,005,/images/brushing_floor/brushing_floor_005.png,/video/brushing_floor/brushing_floor_005.png,default,no,not-visible,male,adult,southeast-asian
brushing_floor,006,/images/brushing_floor/brushing_floor_006.png,/video/brushing_floor/brushing_floor_006.png,default,yes,not-visible,male,senior,white
brushing_floor,007,/images/brushing_floor/brushing_floor_007.png,/video/brushing_floor/brushing_floor_007.png,default,yes,not-visible,male,adult,white
brushing_floor,008,/images/brushing_floor/brushing_floor_008.png,/video/brushing_floor/brushing_floor_008.png,default,yes,not-visible,male,adult,white
brushing_floor,009,/images/brushing_floor/brushing_floor_009.png,/video/brushing_floor/brushing_floor_009.png,default,yes,not-visible,male,adult,black
brushing_floor,010,/images/brushing_floor/brushing_floor_010.png,/video/brushing_floor/brushing_floor_010.png,default,yes,visible,male,senior,white
brushing_floor,011,/images/brushing_floor/brushing_floor_011.png,/video/brushing_floor/brushing_floor_011.png,default,yes,not-visible,male,adult,white
brushing_floor,012,/images/brushing_floor/brushing_floor_012.png,/video/brushing_floor/brushing_floor_012.png,default,yes,not-visible,female,adult,east-asian
brushing_floor,013,/images/brushing_floor/brushing_floor_013.png,/video/brushing_floor/brushing_floor_013.png,default,yes,not-visible,female,adult,black
brushing_floor,014,/images/brushing_floor/brushing_floor_014.png,/video/brushing_floor/brushing_floor_014.png,default,yes,visible,male,adult,indian
brushing_floor,015,/images/brushing_floor/brushing_floor_015.png,/video/brushing_floor/brushing_floor_015.png,default,no,visible,male,adult,southeast-asian
brushing_floor,016,/images/brushing_floor/brushing_floor_016.png,/video/brushing_floor/brushing_floor_016.png,default,yes,visible,male,adult,white
brushing_floor,017,/images/brushing_floor/brushing_floor_017.png,/video/brushing_floor/brushing_floor_017.png,default,yes,not-visible,male,adult,white
brushing_floor,018,/images/brushing_floor/brushing_floor_018.png,/video/brushing_floor/brushing_floor_018.png,default,yes,visible,male,adult,indian
brushing_floor,019,/images/brushing_floor/brushing_floor_019.png,/video/brushing_floor/brushing_floor_019.png,default,yes,not-visible,male,adult,black
brushing_hair,000,/images/brushing_hair/brushing_hair_000.png,/video/brushing_hair/brushing_hair_000.png,default,yes,visible,female,adult,east-asian
brushing_hair,001,/images/brushing_hair/brushing_hair_001.png,/video/brushing_hair/brushing_hair_001.png,default,yes,visible,female,adult,white
brushing_hair,002,/images/brushing_hair/brushing_hair_002.png,/video/brushing_hair/brushing_hair_002.png,default,yes,not-visible,female,teenager,white
brushing_hair,003,/images/brushing_hair/brushing_hair_003.png,/video/brushing_hair/brushing_hair_003.png,default,yes,visible,female,child,white
brushing_hair,004,/images/brushing_hair/brushing_hair_004.png,/video/brushing_hair/brushing_hair_004.png,default,yes,visible,female,adult,white
brushing_hair,005,/images/brushing_hair/brushing_hair_005.png,/video/brushing_hair/brushing_hair_005.png,default,yes,visible,female,adult,white
brushing_hair,006,/images/brushing_hair/brushing_hair_006.png,/video/brushing_hair/brushing_hair_006.png,default,yes,visible,female,child,southeast-asian
brushing_hair,007,/images/brushing_hair/brushing_hair_007.png,/video/brushing_hair/brushing_hair_007.png,default,yes,not-visible,female,adult,unknown
brushing_hair,008,/images/brushing_hair/brushing_hair_008.png,/video/brushing_hair/brushing_hair_008.png,default,yes,visible,female,adult,indian
brushing_hair,009,/images/brushing_hair/brushing_hair_009.png,/video/brushing_hair/brushing_hair_009.png,default,yes,visible,female,teenager,white
brushing_hair,010,/images/brushing_hair/brushing_hair_010.png,/video/brushing_hair/brushing_hair_010.png,default,yes,visible,female,adult,white
