action,sample,imgPath,vidPath,dataset,response,one_person,face_visible,gender,age,race
basketball_shoot,19,/images/basketball_shoot/basketball_shoot_019.png,/video/basketball_shoot/basketball_shoot_019.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,indian
battle-rope_jumping-jack,0,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_000.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_000.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,teenager,white
battle-rope_jumping-jack,1,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_001.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_001.mp4,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
battle-rope_jumping-jack,2,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_002.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_002.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_jumping-jack,3,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_003.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_003.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_jumping-jack,4,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_004.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_004.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_jumping-jack,5,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_005.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_005.mp4,default,1. Number of People: No (Options: yes / no) 2. Face Visibility: Yes (Options: visible / not visible) 3. Gender: Male (Options: male / female / other) 4. Age Group: Adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,yes,male,adult,white
battle-rope_jumping-jack,6,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_006.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_006.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_jumping-jack,7,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_007.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_007.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
battle-rope_jumping-jack,8,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_008.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_008.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_jumping-jack,9,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_009.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_009.mp4,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
battle-rope_jumping-jack,10,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_010.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_010.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
battle-rope_jumping-jack,11,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_011.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_011.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
battle-rope_jumping-jack,12,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_012.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_012.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,white
battle-rope_jumping-jack,13,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_013.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_013.mp4,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
battle-rope_jumping-jack,14,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_014.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_014.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_jumping-jack,15,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_015.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_015.mp4,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
battle-rope_jumping-jack,16,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_016.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_016.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_jumping-jack,17,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_017.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_017.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_jumping-jack,18,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_018.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_018.mp4,default,1. yes 2. visible 3. female 4. middle-aged 5. White,yes,visible,female,middle-aged,white
battle-rope_jumping-jack,19,/images/battle-rope_jumping-jack/battle-rope_jumping-jack_019.png,/video/battle-rope_jumping-jack/battle-rope_jumping-jack_019.mp4,default,1. yes 2. not visible 3. female 4. adult 5. White,yes,not visible,female,adult,white
battle-rope_power-slam,0,/images/battle-rope_power-slam/battle-rope_power-slam_000.png,/video/battle-rope_power-slam/battle-rope_power-slam_000.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Southeast Asian,ERROR,ERROR,ERROR,ERROR,ERROR
battle-rope_power-slam,1,/images/battle-rope_power-slam/battle-rope_power-slam_001.png,/video/battle-rope_power-slam/battle-rope_power-slam_001.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_power-slam,2,/images/battle-rope_power-slam/battle-rope_power-slam_002.png,/video/battle-rope_power-slam/battle-rope_power-slam_002.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_power-slam,3,/images/battle-rope_power-slam/battle-rope_power-slam_003.png,/video/battle-rope_power-slam/battle-rope_power-slam_003.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_power-slam,4,/images/battle-rope_power-slam/battle-rope_power-slam_004.png,/video/battle-rope_power-slam/battle-rope_power-slam_004.mp4,default,1. Number of People: no (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,visible,male,teenager,white
battle-rope_power-slam,5,/images/battle-rope_power-slam/battle-rope_power-slam_005.png,/video/battle-rope_power-slam/battle-rope_power-slam_005.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_power-slam,6,/images/battle-rope_power-slam/battle-rope_power-slam_006.png,/video/battle-rope_power-slam/battle-rope_power-slam_006.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_power-slam,7,/images/battle-rope_power-slam/battle-rope_power-slam_007.png,/video/battle-rope_power-slam/battle-rope_power-slam_007.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_power-slam,8,/images/battle-rope_power-slam/battle-rope_power-slam_008.png,/video/battle-rope_power-slam/battle-rope_power-slam_008.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Black (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,black
battle-rope_power-slam,9,/images/battle-rope_power-slam/battle-rope_power-slam_009.png,/video/battle-rope_power-slam/battle-rope_power-slam_009.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_power-slam,10,/images/battle-rope_power-slam/battle-rope_power-slam_010.png,/video/battle-rope_power-slam/battle-rope_power-slam_010.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_power-slam,11,/images/battle-rope_power-slam/battle-rope_power-slam_011.png,/video/battle-rope_power-slam/battle-rope_power-slam_011.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
battle-rope_power-slam,12,/images/battle-rope_power-slam/battle-rope_power-slam_012.png,/video/battle-rope_power-slam/battle-rope_power-slam_012.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
battle-rope_power-slam,13,/images/battle-rope_power-slam/battle-rope_power-slam_013.png,/video/battle-rope_power-slam/battle-rope_power-slam_013.mp4,default,1. Number of People: yes / no (Answer: yes) 2. Face Visibility: visible / not visible (Answer: visible) 3. Gender: female / other (Answer: female) 4. Age Group: adult / middle-aged (Answer: adult) 5. Race/Ethnicity: Black / Southeast Asian (Answer: Black),yes,visible,female,adult,black
battle-rope_power-slam,14,/images/battle-rope_power-slam/battle-rope_power-slam_014.png,/video/battle-rope_power-slam/battle-rope_power-slam_014.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_power-slam,15,/images/battle-rope_power-slam/battle-rope_power-slam_015.png,/video/battle-rope_power-slam/battle-rope_power-slam_015.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,indian
battle-rope_power-slam,16,/images/battle-rope_power-slam/battle-rope_power-slam_016.png,/video/battle-rope_power-slam/battle-rope_power-slam_016.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,white
battle-rope_power-slam,17,/images/battle-rope_power-slam/battle-rope_power-slam_017.png,/video/battle-rope_power-slam/battle-rope_power-slam_017.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_power-slam,18,/images/battle-rope_power-slam/battle-rope_power-slam_018.png,/video/battle-rope_power-slam/battle-rope_power-slam_018.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_power-slam,19,/images/battle-rope_power-slam/battle-rope_power-slam_019.png,/video/battle-rope_power-slam/battle-rope_power-slam_019.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,white
battle-rope_rainbow,0,/images/battle-rope_rainbow/battle-rope_rainbow_000.png,/video/battle-rope_rainbow/battle-rope_rainbow_000.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_rainbow,1,/images/battle-rope_rainbow/battle-rope_rainbow_001.png,/video/battle-rope_rainbow/battle-rope_rainbow_001.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_rainbow,2,/images/battle-rope_rainbow/battle-rope_rainbow_002.png,/video/battle-rope_rainbow/battle-rope_rainbow_002.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
battle-rope_rainbow,3,/images/battle-rope_rainbow/battle-rope_rainbow_003.png,/video/battle-rope_rainbow/battle-rope_rainbow_003.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_rainbow,4,/images/battle-rope_rainbow/battle-rope_rainbow_004.png,/video/battle-rope_rainbow/battle-rope_rainbow_004.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: female / other 4. Age Group: adult / middle-aged 5. Race/Ethnicity: White / Southeast Asian,ERROR,ERROR,ERROR,ERROR,ERROR
battle-rope_rainbow,5,/images/battle-rope_rainbow/battle-rope_rainbow_005.png,/video/battle-rope_rainbow/battle-rope_rainbow_005.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
battle-rope_rainbow,6,/images/battle-rope_rainbow/battle-rope_rainbow_006.png,/video/battle-rope_rainbow/battle-rope_rainbow_006.mp4,default,1. yes / no 2. visible / not visible 3. female / other 4. adult / middle-aged 5. White / East Asian,ERROR,ERROR,ERROR,ERROR,ERROR
battle-rope_rainbow,7,/images/battle-rope_rainbow/battle-rope_rainbow_007.png,/video/battle-rope_rainbow/battle-rope_rainbow_007.mp4,default,1. Number of People: yes 2. Face Visibility: not visible 3. Gender: male 4. Age Group: adult 5. Race/Ethnicity: Indian,yes,not visible,male,adult,indian
battle-rope_rainbow,8,/images/battle-rope_rainbow/battle-rope_rainbow_008.png,/video/battle-rope_rainbow/battle-rope_rainbow_008.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,male,adult,white
battle-rope_rainbow,9,/images/battle-rope_rainbow/battle-rope_rainbow_009.png,/video/battle-rope_rainbow/battle-rope_rainbow_009.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: teenager / adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
battle-rope_rainbow,10,/images/battle-rope_rainbow/battle-rope_rainbow_010.png,/video/battle-rope_rainbow/battle-rope_rainbow_010.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_rainbow,11,/images/battle-rope_rainbow/battle-rope_rainbow_011.png,/video/battle-rope_rainbow/battle-rope_rainbow_011.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_rainbow,12,/images/battle-rope_rainbow/battle-rope_rainbow_012.png,/video/battle-rope_rainbow/battle-rope_rainbow_012.mp4,default,1. yes 2. not visible 3. male 4. adult 5. Black,yes,not visible,male,adult,black
battle-rope_rainbow,13,/images/battle-rope_rainbow/battle-rope_rainbow_013.png,/video/battle-rope_rainbow/battle-rope_rainbow_013.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_rainbow,14,/images/battle-rope_rainbow/battle-rope_rainbow_014.png,/video/battle-rope_rainbow/battle-rope_rainbow_014.mp4,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
battle-rope_rainbow,15,/images/battle-rope_rainbow/battle-rope_rainbow_015.png,/video/battle-rope_rainbow/battle-rope_rainbow_015.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_rainbow,16,/images/battle-rope_rainbow/battle-rope_rainbow_016.png,/video/battle-rope_rainbow/battle-rope_rainbow_016.mp4,default,1. yes / no 2. visible / not visible 3. male / female / other 4. adult / middle-aged / senior 5. White / Southeast Asian / Middle Eastern,ERROR,ERROR,ERROR,ERROR,ERROR
battle-rope_rainbow,17,/images/battle-rope_rainbow/battle-rope_rainbow_017.png,/video/battle-rope_rainbow/battle-rope_rainbow_017.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_rainbow,18,/images/battle-rope_rainbow/battle-rope_rainbow_018.png,/video/battle-rope_rainbow/battle-rope_rainbow_018.mp4,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
battle-rope_rainbow,19,/images/battle-rope_rainbow/battle-rope_rainbow_019.png,/video/battle-rope_rainbow/battle-rope_rainbow_019.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: Black / Indian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
battle-rope_russian-twist,0,/images/battle-rope_russian-twist/battle-rope_russian-twist_000.png,/video/battle-rope_russian-twist/battle-rope_russian-twist_000.mp4,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: female / other 4. Age Group: teenager / middle-aged / senior 5. Race/Ethnicity: White / Southeast Asian,ERROR,ERROR,ERROR,ERROR,ERROR
battle-rope_russian-twist,1,/images/battle-rope_russian-twist/battle-rope_russian-twist_001.png,/video/battle-rope_russian-twist/battle-rope_russian-twist_001.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_russian-twist,2,/images/battle-rope_russian-twist/battle-rope_russian-twist_002.png,/video/battle-rope_russian-twist/battle-rope_russian-twist_002.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,indian
battle-rope_russian-twist,3,/images/battle-rope_russian-twist/battle-rope_russian-twist_003.png,/video/battle-rope_russian-twist/battle-rope_russian-twist_003.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_russian-twist,4,/images/battle-rope_russian-twist/battle-rope_russian-twist_004.png,/video/battle-rope_russian-twist/battle-rope_russian-twist_004.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Black (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,black
battle-rope_russian-twist,5,/images/battle-rope_russian-twist/battle-rope_russian-twist_005.png,/video/battle-rope_russian-twist/battle-rope_russian-twist_005.mp4,default,1. Number of People: yes (1) 2. Face Visibility: visible (1) 3. Gender: male (1) 4. Age Group: adult (1) 5. Race/Ethnicity: White (1),yes,visible,male,adult,white
battle-rope_russian-twist,6,/images/battle-rope_russian-twist/battle-rope_russian-twist_006.png,/video/battle-rope_russian-twist/battle-rope_russian-twist_006.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
battle-rope_russian-twist,7,/images/battle-rope_russian-twist/battle-rope_russian-twist_007.png,/video/battle-rope_russian-twist/battle-rope_russian-twist_007.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,teenager,white
battle-rope_russian-twist,8,/images/battle-rope_russian-twist/battle-rope_russian-twist_008.png,/video/battle-rope_russian-twist/battle-rope_russian-twist_008.mp4,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
battle-rope_russian-twist,9,/images/battle-rope_russian-twist/battle-rope_russian-twist_009.png,/video/battle-rope_russian-twist/battle-rope_russian-twist_009.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: middle-aged (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,middle-aged,white
battle-rope_russian-twist,10,/images/battle-rope_russian-twist/battle-rope_russian-twist_010.png,/video/battle-rope_russian-twist/battle-rope_russian-twist_010.mp4,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_russian-twist,11,/images/battle-rope_russian-twist/battle-rope_russian-twist_011.png,/video/battle-rope_russian-twist/battle-rope_russian-twist_011.mp4,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
battle-rope_russian-twist,12,/images/battle-rope_russian-twist/battle-rope_russian-twist_012.png,/video/battle-rope_russian-twist/battle-rope_russian-twist_012.mp4,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
