action,sample,imgPath,vidPath,dataset,response,one_person,face_visible,gender,age,race
figure_skate_inaBauer,17,video\figure_skate_inaBauer\figure_skate_inaBauer_017.jpg,video\figure_skate_inaBauer\figure_skate_inaBauer_017.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: East Asian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,east asian
figure_skate_inaBauer,18,video\figure_skate_inaBauer\figure_skate_inaBauer_018.jpg,video\figure_skate_inaBauer\figure_skate_inaBauer_018.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: East Asian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,teenager,east asian
figure_skate_inaBauer,19,video\figure_skate_inaBauer\figure_skate_inaBauer_019.jpg,video\figure_skate_inaBauer\figure_skate_inaBauer_019.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: East Asian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,teenager,east asian
figure_skate_jump_spin,0,video\figure_skate_jump_spin\figure_skate_jump_spin_000.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_000.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,female,adult,indian
figure_skate_jump_spin,1,video\figure_skate_jump_spin\figure_skate_jump_spin_001.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_001.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: teenager / adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_jump_spin,2,video\figure_skate_jump_spin\figure_skate_jump_spin_002.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_002.jpg,default,1. Number of People: yes (Selected: yes) 2. Face Visibility: visible (Selected: visible) 3. Gender: male (Selected: male) 4. Age Group: adult (Selected: adult) 5. Race/Ethnicity: East Asian (Selected: East Asian),yes,visible,male,adult,east asian
figure_skate_jump_spin,3,video\figure_skate_jump_spin\figure_skate_jump_spin_003.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_003.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: teenager / adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_jump_spin,4,video\figure_skate_jump_spin\figure_skate_jump_spin_004.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_004.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,white
figure_skate_jump_spin,5,video\figure_skate_jump_spin\figure_skate_jump_spin_005.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_005.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,teenager,white
figure_skate_jump_spin,6,video\figure_skate_jump_spin\figure_skate_jump_spin_006.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_006.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
figure_skate_jump_spin,7,video\figure_skate_jump_spin\figure_skate_jump_spin_007.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_007.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
figure_skate_jump_spin,8,video\figure_skate_jump_spin\figure_skate_jump_spin_008.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_008.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,indian
figure_skate_jump_spin,9,video\figure_skate_jump_spin\figure_skate_jump_spin_009.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_009.jpg,default,1. Number of People: no (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,not visible,female,teenager,white
figure_skate_jump_spin,10,video\figure_skate_jump_spin\figure_skate_jump_spin_010.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_010.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: female / other 4. Age Group: teenager / middle-aged / senior 5. Race/Ethnicity: White / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_jump_spin,11,video\figure_skate_jump_spin\figure_skate_jump_spin_011.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_011.jpg,default,1. Number of People: yes / no (Select the appropriate option based on the image content) 2. Face Visibility: visible / not visible (Select the appropriate option based on the image content) 3. Gender: female / other (Select the appropriate option based on the image content) 4. Age Group: adult / middle-aged / senior (Select the appropriate option based on the image content) 5. Race/Ethnicity: Southeast Asian / Middle Eastern / Latino (Select the appropriate option based on the image content),ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_jump_spin,12,video\figure_skate_jump_spin\figure_skate_jump_spin_012.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_012.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: female / other 4. Age Group: teenager / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_jump_spin,13,video\figure_skate_jump_spin\figure_skate_jump_spin_013.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_013.jpg,default,1. Number of People: No (Options: yes / no) 2. Face Visibility: Yes (Options: visible / not visible) 3. Gender: Female (Options: male / female / other) 4. Age Group: Child (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,yes,female,child,white
figure_skate_jump_spin,14,video\figure_skate_jump_spin\figure_skate_jump_spin_014.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_014.jpg,default,1. Number of People: No (Options: yes / no) 2. Face Visibility: Yes (Options: visible / not visible) 3. Gender: Female (Options: male / female / other) 4. Age Group: Adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,yes,female,adult,white
figure_skate_jump_spin,15,video\figure_skate_jump_spin\figure_skate_jump_spin_015.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_015.jpg,default,1. Number of People: yes (Selected: yes) 2. Face Visibility: visible (Selected: visible) 3. Gender: female (Selected: female) 4. Age Group: child (Selected: child) 5. Race/Ethnicity: White (Selected: White),yes,visible,female,child,white
figure_skate_jump_spin,16,video\figure_skate_jump_spin\figure_skate_jump_spin_016.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_016.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_jump_spin,17,video\figure_skate_jump_spin\figure_skate_jump_spin_017.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_017.jpg,default,1. yes 2. not visible 3. male 4. adult 5. East Asian,yes,not visible,male,adult,east asian
figure_skate_jump_spin,18,video\figure_skate_jump_spin\figure_skate_jump_spin_018.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_018.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_jump_spin,19,video\figure_skate_jump_spin\figure_skate_jump_spin_019.jpg,video\figure_skate_jump_spin\figure_skate_jump_spin_019.jpg,default,1. yes 2. visible 3. male 4. adult 5. East Asian,yes,visible,male,adult,east asian
figure_skate_scratch_spin,0,video\figure_skate_scratch_spin\figure_skate_scratch_spin_000.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_000.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: East Asian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,east asian
figure_skate_scratch_spin,1,video\figure_skate_scratch_spin\figure_skate_scratch_spin_001.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_001.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
figure_skate_scratch_spin,2,video\figure_skate_scratch_spin\figure_skate_scratch_spin_002.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_002.jpg,default,1. Number of People: yes (Selected: yes) 2. Face Visibility: visible (Selected: visible) 3. Gender: male (Selected: male) 4. Age Group: adult (Selected: adult) 5. Race/Ethnicity: White (Selected: White),yes,visible,male,adult,white
figure_skate_scratch_spin,3,video\figure_skate_scratch_spin\figure_skate_scratch_spin_003.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_003.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Indian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,teenager,indian
figure_skate_scratch_spin,4,video\figure_skate_scratch_spin\figure_skate_scratch_spin_004.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_004.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_scratch_spin,5,video\figure_skate_scratch_spin\figure_skate_scratch_spin_005.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_005.jpg,default,1. Number of People: No (Options: yes / no) 2. Face Visibility: Yes (Options: visible / not visible) 3. Gender: Female (Options: male / female / other) 4. Age Group: Adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,yes,female,adult,white
figure_skate_scratch_spin,6,video\figure_skate_scratch_spin\figure_skate_scratch_spin_006.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_006.jpg,default,1. Number of People: no (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: East Asian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,not visible,female,teenager,east asian
figure_skate_scratch_spin,7,video\figure_skate_scratch_spin\figure_skate_scratch_spin_007.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_007.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
figure_skate_scratch_spin,8,video\figure_skate_scratch_spin\figure_skate_scratch_spin_008.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_008.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,female,adult,white
figure_skate_scratch_spin,9,video\figure_skate_scratch_spin\figure_skate_scratch_spin_009.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_009.jpg,default,1. Number of People: yes (Selected: yes) 2. Face Visibility: visible (Selected: visible) 3. Gender: female (Selected: female) 4. Age Group: teenager (Selected: teenager) 5. Race/Ethnicity: East Asian (Selected: East Asian),yes,visible,female,teenager,east asian
figure_skate_scratch_spin,10,video\figure_skate_scratch_spin\figure_skate_scratch_spin_010.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_010.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
figure_skate_scratch_spin,11,video\figure_skate_scratch_spin\figure_skate_scratch_spin_011.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_011.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
figure_skate_scratch_spin,12,video\figure_skate_scratch_spin\figure_skate_scratch_spin_012.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_012.jpg,default,1. Number of People: yes (Selected: yes) 2. Face Visibility: not visible (Selected: not visible) 3. Gender: male (Selected: male) 4. Age Group: adult (Selected: adult) 5. Race/Ethnicity: White (Selected: White),yes,not visible,male,adult,white
figure_skate_scratch_spin,13,video\figure_skate_scratch_spin\figure_skate_scratch_spin_013.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_013.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
figure_skate_scratch_spin,14,video\figure_skate_scratch_spin\figure_skate_scratch_spin_014.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_014.jpg,default,1. yes 2. not visible 3. male 4. adult 5. White,yes,not visible,male,adult,white
figure_skate_scratch_spin,15,video\figure_skate_scratch_spin\figure_skate_scratch_spin_015.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_015.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
figure_skate_scratch_spin,16,video\figure_skate_scratch_spin\figure_skate_scratch_spin_016.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_016.jpg,default,1. Number of People: No (Options: yes / no) 2. Face Visibility: Yes (Options: visible / not visible) 3. Gender: Male (Options: male / female / other) 4. Age Group: Adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: East Asian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,yes,male,adult,east asian
figure_skate_scratch_spin,17,video\figure_skate_scratch_spin\figure_skate_scratch_spin_017.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_017.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_scratch_spin,18,video\figure_skate_scratch_spin\figure_skate_scratch_spin_018.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_018.jpg,default,1. yes 2. visible 3. male 4. adult 5. East Asian,yes,visible,male,adult,east asian
figure_skate_scratch_spin,19,video\figure_skate_scratch_spin\figure_skate_scratch_spin_019.jpg,video\figure_skate_scratch_spin\figure_skate_scratch_spin_019.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
figure_skate_sit_spin,0,video\figure_skate_sit_spin\figure_skate_sit_spin_000.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_000.jpg,default,1. Number of People: No (Options: yes / no) 2. Face Visibility: Yes (Options: visible / not visible) 3. Gender: Female (Options: male / female / other) 4. Age Group: Adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: East Asian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,yes,female,adult,east asian
figure_skate_sit_spin,1,video\figure_skate_sit_spin\figure_skate_sit_spin_001.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_001.jpg,default,1. Number of People: yes (Selected: yes) 2. Face Visibility: visible (Selected: visible) 3. Gender: male (Selected: male) 4. Age Group: adult (Selected: adult) 5. Race/Ethnicity: White (Selected: White),yes,visible,male,adult,white
figure_skate_sit_spin,2,video\figure_skate_sit_spin\figure_skate_sit_spin_002.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_002.jpg,default,1. Number of People: yes (Selected: yes) 2. Face Visibility: not visible (Selected: not visible) 3. Gender: male (Selected: male) 4. Age Group: adult (Selected: adult) 5. Race/Ethnicity: White (Selected: White),yes,not visible,male,adult,white
figure_skate_sit_spin,3,video\figure_skate_sit_spin\figure_skate_sit_spin_003.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_003.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_sit_spin,4,video\figure_skate_sit_spin\figure_skate_sit_spin_004.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_004.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_sit_spin,5,video\figure_skate_sit_spin\figure_skate_sit_spin_005.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_005.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: female / other 4. Age Group: teenager / middle-aged 5. Race/Ethnicity: White / East Asian,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_sit_spin,6,video\figure_skate_sit_spin\figure_skate_sit_spin_006.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_006.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: female / other 4. Age Group: teenager / middle-aged / senior 5. Race/Ethnicity: East Asian / Southeast Asian,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_sit_spin,7,video\figure_skate_sit_spin\figure_skate_sit_spin_007.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_007.jpg,default,1. Number of People: no (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: teenager (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: East Asian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,not visible,female,teenager,east asian
figure_skate_sit_spin,8,video\figure_skate_sit_spin\figure_skate_sit_spin_008.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_008.jpg,default,1. Number of People: yes (1 person) 2. Face Visibility: visible (clearly) 3. Gender: female 4. Age Group: adult 5. Race/Ethnicity: White,yes,visible,female,adult,white
figure_skate_sit_spin,9,video\figure_skate_sit_spin\figure_skate_sit_spin_009.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_009.jpg,default,1. Number of People: No (Options: yes / no) 2. Face Visibility: Yes (Options: visible / not visible) 3. Gender: Female (Options: male / female / other) 4. Age Group: Adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,yes,female,adult,white
figure_skate_sit_spin,10,video\figure_skate_sit_spin\figure_skate_sit_spin_010.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_010.jpg,default,1. Number of People: No (Options: yes / no) 2. Face Visibility: Yes (Options: visible / not visible) 3. Gender: Female (Options: male / female / other) 4. Age Group: Adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: Southeast Asian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,yes,female,adult,southeast asian
figure_skate_sit_spin,11,video\figure_skate_sit_spin\figure_skate_sit_spin_011.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_011.jpg,default,1. Number of People: No (Options: yes / no) 2. Face Visibility: Yes (Options: visible / not visible) 3. Gender: Female (Options: male / female / other) 4. Age Group: Adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),no,yes,female,adult,white
figure_skate_sit_spin,12,video\figure_skate_sit_spin\figure_skate_sit_spin_012.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_012.jpg,default,1. yes 2. visible 3. female 4. adult 5. East Asian,yes,visible,female,adult,east asian
figure_skate_sit_spin,13,video\figure_skate_sit_spin\figure_skate_sit_spin_013.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_013.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: female / other 4. Age Group: teenager / middle-aged 5. Race/Ethnicity: White / East Asian,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_sit_spin,14,video\figure_skate_sit_spin\figure_skate_sit_spin_014.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_014.jpg,default,1. yes 2. visible 3. female 4. child 5. White,yes,visible,female,child,white
figure_skate_sit_spin,15,video\figure_skate_sit_spin\figure_skate_sit_spin_015.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_015.jpg,default,1. yes 2. not visible 3. male 4. adult 5. East Asian,yes,not visible,male,adult,east asian
figure_skate_sit_spin,16,video\figure_skate_sit_spin\figure_skate_sit_spin_016.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_016.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
figure_skate_sit_spin,17,video\figure_skate_sit_spin\figure_skate_sit_spin_017.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_017.jpg,default,1. Number of People: yes / no 2. Face Visibility: visible / not visible 3. Gender: male / female / other 4. Age Group: adult / middle-aged / senior 5. Race/Ethnicity: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino,ERROR,ERROR,ERROR,ERROR,ERROR
figure_skate_sit_spin,18,video\figure_skate_sit_spin\figure_skate_sit_spin_018.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_018.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,male,adult,white
figure_skate_sit_spin,19,video\figure_skate_sit_spin\figure_skate_sit_spin_019.jpg,video\figure_skate_sit_spin\figure_skate_sit_spin_019.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: not visible (Options: visible / not visible) 3. Gender: female (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: East Asian (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,not visible,female,adult,east asian
fire_breathing,0,video\fire_breathing\fire_breathing_000.jpg,video\fire_breathing\fire_breathing_000.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
fire_breathing,1,video\fire_breathing\fire_breathing_001.jpg,video\fire_breathing\fire_breathing_001.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
fire_breathing,2,video\fire_breathing\fire_breathing_002.jpg,video\fire_breathing\fire_breathing_002.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: middle-aged (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,middle-aged,white
fire_breathing,3,video\fire_breathing\fire_breathing_003.jpg,video\fire_breathing\fire_breathing_003.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: middle-aged (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,middle-aged,white
fire_breathing,4,video\fire_breathing\fire_breathing_004.jpg,video\fire_breathing\fire_breathing_004.jpg,default,1. yes 2. visible 3. male 4. adult 5. Indian,yes,visible,male,adult,indian
fire_breathing,5,video\fire_breathing\fire_breathing_005.jpg,video\fire_breathing\fire_breathing_005.jpg,default,1. Number of People: yes (Options: yes / no) 2. Face Visibility: visible (Options: visible / not visible) 3. Gender: male (Options: male / female / other) 4. Age Group: adult (Options: child / teenager / adult / middle-aged / senior) 5. Race/Ethnicity: White (Options: White / Black / Indian / East Asian / Southeast Asian / Middle Eastern / Latino),yes,visible,male,adult,white
